subjectSlug,subjectName,classLevel,department,topic,difficulty,stem,optionA,optionB,optionC,optionD,correctIndex,explanation,source
mathematics,Mathematics,ss2,general,Fractions,1,What is 1/3 of 12?,7,4,8,40,1,1/3 × 12 = 4.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Fractions,1,What is 1/3 of 24?,8,16,80,11,0,1/3 × 24 = 8.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Fractions,1,What is 4/6 of 12?,8,2,4,14,0,4/6 × 12 = 8.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Fractions,1,What is 1/3 of 15?,50,8,5,10,2,1/3 × 15 = 5.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Fractions,1,What is 1/3 of 33?,11,22,14,110,0,1/3 × 33 = 11.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Fractions,1,What is 6/8 of 80?,68,20,10,60,3,6/8 × 80 = 60.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Fractions,1,What is 2/5 of 35?,21,14,7,19,1,2/5 × 35 = 14.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Fractions,1,What is 5/8 of 56?,35,43,7,21,0,5/8 × 56 = 35.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Fractions,1,What is 1/4 of 16?,40,8,12,4,3,1/4 × 16 = 4.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Fractions,1,What is 1/3 of 21?,70,14,10,7,3,1/3 × 21 = 7.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Word Problems,3,A father is 26 years older than his son who is 13. How old is the father?,44,390,26,39,3,13 + 26 = 39 years.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Word Problems,3,A father is 25 years older than his son who is 9. How old is the father?,39,25,18,34,3,9 + 25 = 34 years.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Word Problems,3,A father is 32 years older than his son who is 8. How old is the father?,40,32,16,45,0,8 + 32 = 40 years.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Word Problems,3,A father is 23 years older than his son who is 8. How old is the father?,23,31,36,16,1,8 + 23 = 31 years.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Word Problems,3,A father is 34 years older than his son who is 8. How old is the father?,34,47,16,42,3,8 + 34 = 42 years.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Word Problems,3,A father is 28 years older than his son who is 14. How old is the father?,42,420,47,28,0,14 + 28 = 42 years.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Word Problems,3,A father is 25 years older than his son who is 13. How old is the father?,26,25,43,38,3,13 + 25 = 38 years.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Word Problems,3,A father is 28 years older than his son who is 7. How old is the father?,40,14,35,28,2,7 + 28 = 35 years.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Word Problems,3,A father is 29 years older than his son who is 13. How old is the father?,42,26,29,47,0,13 + 29 = 42 years.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Word Problems,3,A father is 22 years older than his son who is 7. How old is the father?,22,14,34,29,3,7 + 22 = 29 years.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Word Problems,3,A father is 30 years older than his son who is 12. How old is the father?,42,24,47,30,0,12 + 30 = 42 years.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Word Problems,3,A father is 23 years older than his son who is 7. How old is the father?,30,23,14,35,0,7 + 23 = 30 years.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Word Problems,3,A father is 25 years older than his son who is 12. How old is the father?,24,42,37,25,2,12 + 25 = 37 years.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Number Bases,2,Convert 37 to base 2,100110,1001010,100101,100100,2,Successive division by 2 gives 100101.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Number Bases,2,Convert 25 to base 2,11010,11000,110010,11001,3,Successive division by 2 gives 11001.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Number Bases,2,Convert 33 to base 2,100010,100000,1000010,100001,3,Successive division by 2 gives 100001.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Number Bases,2,Convert 43 to base 2,1010110,101011,101100,101010,1,Successive division by 2 gives 101011.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Number Bases,2,Convert 17 to base 2,10010,10001,100010,10000,1,Successive division by 2 gives 10001.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Number Bases,2,Convert 15 to base 2,1111,1110,11110,10000,0,Successive division by 2 gives 1111.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Number Bases,2,Convert 13 to base 2,1110,1100,11010,1101,3,Successive division by 2 gives 1101.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Number Bases,3,Convert 134 to base 8,86,10000110,16,206,3,Divide repeatedly by 8: 206.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Number Bases,3,Convert 163 to base 8,20,a3,243,10100011,2,Divide repeatedly by 8: 243.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Number Bases,3,Convert 145 to base 8,91,18,10010001,221,3,Divide repeatedly by 8: 221.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Number Bases,3,Convert 191 to base 8,10111111,bf,23,277,3,Divide repeatedly by 8: 277.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,A shopkeeper buys an article for ₦800 and sells it at a profit of 15%. Find the selling price,₦120,₦680,₦920,₦970,2,Profit = 15% × 800 = ₦120; SP = ₦920.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,A shopkeeper buys an article for ₦5000 and sells it at a profit of 15%. Find the selling price,₦750,₦4250,₦5750,₦5800,2,Profit = 15% × 5000 = ₦750; SP = ₦5750.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,A shopkeeper buys an article for ₦1200 and sells it at a profit of 20%. Find the selling price,₦240,₦960,₦1440,₦1490,2,Profit = 20% × 1200 = ₦240; SP = ₦1440.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,A shopkeeper buys an article for ₦2500 and sells it at a profit of 5%. Find the selling price,₦2675,₦2375,₦2625,₦125,2,Profit = 5% × 2500 = ₦125; SP = ₦2625.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,A shopkeeper buys an article for ₦2500 and sells it at a profit of 10%. Find the selling price,₦2750,₦2250,₦2800,₦250,0,Profit = 10% × 2500 = ₦250; SP = ₦2750.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,A shopkeeper buys an article for ₦3000 and sells it at a profit of 5%. Find the selling price,₦3150,₦150,₦3200,₦2850,0,Profit = 5% × 3000 = ₦150; SP = ₦3150.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,A shopkeeper buys an article for ₦1500 and sells it at a profit of 10%. Find the selling price,₦1650,₦1350,₦150,₦1700,0,Profit = 10% × 1500 = ₦150; SP = ₦1650.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,A shopkeeper buys an article for ₦600 and sells it at a profit of 25%. Find the selling price,₦450,₦750,₦150,₦800,1,Profit = 25% × 600 = ₦150; SP = ₦750.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,A shopkeeper buys an article for ₦400 and sells it at a profit of 25%. Find the selling price,₦100,₦500,₦550,₦300,1,Profit = 25% × 400 = ₦100; SP = ₦500.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,A shopkeeper buys an article for ₦800 and sells it at a profit of 25%. Find the selling price,₦1050,₦600,₦200,₦1000,3,Profit = 25% × 800 = ₦200; SP = ₦1000.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,A shopkeeper buys an article for ₦1500 and sells it at a profit of 25%. Find the selling price,₦1925,₦375,₦1125,₦1875,3,Profit = 25% × 1500 = ₦375; SP = ₦1875.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,A shopkeeper buys an article for ₦1500 and sells it at a profit of 5%. Find the selling price,₦1575,₦75,₦1625,₦1425,0,Profit = 5% × 1500 = ₦75; SP = ₦1575.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,A shopkeeper buys an article for ₦3000 and sells it at a profit of 20%. Find the selling price,₦3600,₦3650,₦2400,₦600,0,Profit = 20% × 3000 = ₦600; SP = ₦3600.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,An article bought for ₦6000 is sold at a loss of 10%. Find the selling price,₦600,₦6600,₦5350,₦5400,3,Loss = ₦600; SP = ₦6000 − ₦600 = ₦5400.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,An article bought for ₦500 is sold at a loss of 10%. Find the selling price,₦450,₦50,₦400,₦550,0,Loss = ₦50; SP = ₦500 − ₦50 = ₦450.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,An article bought for ₦1000 is sold at a loss of 10%. Find the selling price,₦850,₦1100,₦900,₦100,2,Loss = ₦100; SP = ₦1000 − ₦100 = ₦900.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,An article bought for ₦4000 is sold at a loss of 20%. Find the selling price,₦4800,₦800,₦3200,₦3150,2,Loss = ₦800; SP = ₦4000 − ₦800 = ₦3200.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,An article bought for ₦1000 is sold at a loss of 5%. Find the selling price,₦900,₦50,₦950,₦1050,2,Loss = ₦50; SP = ₦1000 − ₦50 = ₦950.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,An article bought for ₦6000 is sold at a loss of 5%. Find the selling price,₦5650,₦5700,₦300,₦6300,1,Loss = ₦300; SP = ₦6000 − ₦300 = ₦5700.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,An article bought for ₦4000 is sold at a loss of 5%. Find the selling price,₦3750,₦4200,₦3800,₦200,2,Loss = ₦200; SP = ₦4000 − ₦200 = ₦3800.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,An article bought for ₦500 is sold at a loss of 5%. Find the selling price,₦425,₦525,₦475,₦25,2,Loss = ₦25; SP = ₦500 − ₦25 = ₦475.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,An article bought for ₦2000 is sold at a loss of 10%. Find the selling price,₦2200,₦1750,₦200,₦1800,3,Loss = ₦200; SP = ₦2000 − ₦200 = ₦1800.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Percentage,2,An article bought for ₦1000 is sold at a loss of 20%. Find the selling price,₦1200,₦800,₦750,₦200,1,Loss = ₦200; SP = ₦1000 − ₦200 = ₦800.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Indices,2,Evaluate 2^4 ÷ 2^1,8,32,14,6,0,Subtract indices: 2^(4−1) = 2^3 = 8.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Indices,2,Evaluate 5^4 ÷ 5^2,600,15625,25,10,2,Subtract indices: 5^(4−2) = 5^2 = 25.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Indices,2,Evaluate 3^2 ÷ 3^1,30,27,3,6,2,Subtract indices: 3^(2−1) = 3^1 = 3.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Indices,2,Evaluate 10^3 ÷ 10^2,10,100,100000,900,0,Subtract indices: 10^(3−2) = 10^1 = 10.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Indices,2,Evaluate 3^3 ÷ 3^3,1,0,10,729,0,Subtract indices: 3^(3−3) = 3^0 = 1.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Indices,2,Evaluate 3^4 ÷ 3^1,243,27,78,9,1,Subtract indices: 3^(4−1) = 3^3 = 27.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Indices,2,Simplify a^10 × a^5 ÷ a^5,a^10,a^15,a^2,a^5,0,a^10 × a^5 ÷ a^5 = a^(10+5−5) = a^10.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Logarithms,2,Find log_10 100000,6,10000,5,4,2,"10^5 = 100000, so log_10 100000 = 5.",JAMB past (adapted)
mathematics,Mathematics,ss2,general,Logarithms,2,Find log_3 9,2,3,1,20,0,"3^2 = 9, so log_3 9 = 2.",JAMB past (adapted)
mathematics,Mathematics,ss2,general,Logarithms,2,Find log_10 1000,4,2,3,100,2,"10^3 = 1000, so log_10 1000 = 3.",JAMB past (adapted)
mathematics,Mathematics,ss2,general,Quadratic Equations,2,The sum of two numbers is 10 and their product is 21. Find the numbers,3 and 7,3 and 8,2 and 7,3 and 6,0,x² − 10x + 21 = (x−3)(x−7).,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Quadratic Equations,2,The sum of two numbers is 9 and their product is 20. Find the numbers,4 and 4,5 and 4,5 and 5,5 and 3,1,x² − 9x + 20 = (x−5)(x−4).,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Quadratic Equations,2,The sum of two numbers is 7 and their product is 10. Find the numbers,5 and 3,5 and 2,4 and 2,5 and 1,1,x² − 7x + 10 = (x−5)(x−2).,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Quadratic Equations,2,The sum of two numbers is 12 and their product is 32. Find the numbers,3 and 8,4 and 7,4 and 8,4 and 9,2,x² − 12x + 32 = (x−4)(x−8).,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of [12, 18, 3, 2, 17]",9.9,10.4,13.0,11.4,1,Sum 52 ÷ 5 = 10.4.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of [15, 14, 12, 3, 10]",10.3,13.5,10.8,11.8,2,Sum 54 ÷ 5 = 10.8.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of [16, 7, 17, 2, 12]",10.8,11.8,13.5,10.3,0,Sum 54 ÷ 5 = 10.8.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of [16, 7, 2, 8, 18]",12.8,10.2,11.2,9.7,1,Sum 51 ÷ 5 = 10.2.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of [8, 3, 16, 9, 2]",8.6,7.1,9.5,7.6,3,Sum 38 ÷ 5 = 7.6.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of [4, 7, 18, 12, 10]",10.2,11.2,12.8,9.7,0,Sum 51 ÷ 5 = 10.2.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of [5, 14, 10, 7, 13]",9.3,12.2,10.8,9.8,3,Sum 49 ÷ 5 = 9.8.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of [4, 5, 10, 7, 8]",7.8,6.8,8.5,6.3,1,Sum 34 ÷ 5 = 6.8.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of [5, 5, 3, 2, 4]",3.3,3.8,4.8,3.80,1,Sum 19 ÷ 5 = 3.8.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of [7, 17, 4, 12, 15]",13.8,10.5,11.0,12.0,2,Sum 55 ÷ 5 = 11.0.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of [10, 4, 17, 17, 9]",14.2,11.4,12.4,10.9,1,Sum 57 ÷ 5 = 11.4.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of [9, 12, 16, 3, 4]",11.0,8.3,9.8,8.8,3,Sum 44 ÷ 5 = 8.8.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of [8, 13, 11, 13, 5]",9.5,12.5,11.0,10.0,3,Sum 50 ÷ 5 = 10.0.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of [3, 9, 9, 6, 5]",5.9,7.4,6.4,8.0,2,Sum 32 ÷ 5 = 6.4.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of [8, 9, 15, 6, 18]",10.7,14.0,11.2,12.2,2,Sum 56 ÷ 5 = 11.2.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the median of [27, 23, 22, 14, 10]",14,10,22,23,2,"Ordered: [10, 14, 22, 23, 27]; middle value = 22.",JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the median of [26, 23, 20, 9, 7]",23,9,20,7,2,"Ordered: [7, 9, 20, 23, 26]; middle value = 20.",JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the median of [27, 26, 19, 7, 5]",7,19,26,5,1,"Ordered: [5, 7, 19, 26, 27]; middle value = 19.",JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the median of [18, 18, 12, 11, 3]",18,12,11,3,1,"Ordered: [3, 11, 12, 18, 18]; middle value = 12.",JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the median of [26, 25, 22, 15, 7]",25,7,22,15,2,"Ordered: [7, 15, 22, 25, 26]; middle value = 22.",JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the median of [25, 15, 10, 6, 3]",15,3,10,6,2,"Ordered: [3, 6, 10, 15, 25]; middle value = 10.",JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the median of [19, 17, 14, 12, 11]",11,14,12,17,1,"Ordered: [11, 12, 14, 17, 19]; middle value = 14.",JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the median of [29, 18, 17, 16, 2]",18,2,17,16,2,"Ordered: [2, 16, 17, 18, 29]; middle value = 17.",JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the median of [27, 19, 17, 7, 2]",7,17,2,19,1,"Ordered: [2, 7, 17, 19, 27]; middle value = 17.",JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the median of [13, 13, 13, 11, 7]",7,11,13,130,2,"Ordered: [7, 11, 13, 13, 13]; middle value = 13.",JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the median of [25, 23, 22, 15, 6]",15,6,22,23,2,"Ordered: [6, 15, 22, 23, 25]; middle value = 22.",JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the median of [16, 13, 10, 6, 5]",10,6,13,5,0,"Ordered: [5, 6, 10, 13, 16]; middle value = 10.",JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the median of [24, 23, 13, 12, 3]",23,3,13,12,2,"Ordered: [3, 12, 13, 23, 24]; middle value = 13.",JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the median of [13, 10, 8, 8, 7]",10,8,7,80,1,"Ordered: [7, 8, 8, 10, 13]; middle value = 8.",JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the median of [19, 12, 11, 7, 4]",12,4,7,11,3,"Ordered: [4, 7, 11, 12, 19]; middle value = 11.",JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mode of [3, 5, 5, 7, 29]",50,5,29,3,1,5 occurs most often.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mode of [9, 9, 15, 17, 27]",90,15,27,9,3,9 occurs most often.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mode of [2, 2, 6, 14, 23]",23,6,2,20,2,2 occurs most often.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mode of [4, 4, 9, 12, 18]",4,40,18,9,0,4 occurs most often.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mode of [2, 4, 11, 11, 25]",2,110,25,11,3,11 occurs most often.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mode of [6, 6, 17, 21, 27]",60,6,27,17,1,6 occurs most often.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mode of [3, 4, 4, 5, 14]",3,14,4,40,2,4 occurs most often.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mode of [2, 10, 10, 11, 19]",100,19,2,10,3,10 occurs most often.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mode of [6, 10, 10, 15, 16]",10,100,16,6,0,10 occurs most often.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mode of [5, 10, 10, 19, 21]",5,21,100,10,3,10 occurs most often.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mode of [2, 11, 11, 16, 17]",11,2,17,110,0,11 occurs most often.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mode of [3, 8, 8, 12, 12]",3,80,8,12,2,8 occurs most often.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Commercial Mathematics,2,Find the simple interest on ₦20000 for 2 years at 3% per annum,₦1200,₦21200,₦600,₦12000,0,SI = PRT/100 = 20000×3×2/100 = ₦1200.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Commercial Mathematics,2,Find the simple interest on ₦20000 for 4 years at 4% per annum,₦23200,₦32000,₦800,₦3200,3,SI = PRT/100 = 20000×4×4/100 = ₦3200.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Commercial Mathematics,2,Find the simple interest on ₦8000 for 3 years at 6% per annum,₦480,₦14400,₦1440,₦9440,2,SI = PRT/100 = 8000×6×3/100 = ₦1440.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Commercial Mathematics,2,Find the simple interest on ₦20000 for 3 years at 6% per annum,₦1200,₦23600,₦3600,₦36000,2,SI = PRT/100 = 20000×6×3/100 = ₦3600.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Commercial Mathematics,2,Find the simple interest on ₦5000 for 5 years at 8% per annum,₦20000,₦2000,₦400,₦7000,1,SI = PRT/100 = 5000×8×5/100 = ₦2000.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Commercial Mathematics,2,Find the simple interest on ₦25000 for 5 years at 6% per annum,₦1500,₦75000,₦7500,₦32500,2,SI = PRT/100 = 25000×6×5/100 = ₦7500.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Commercial Mathematics,2,Find the simple interest on ₦5000 for 2 years at 3% per annum,₦3000,₦300,₦150,₦5300,1,SI = PRT/100 = 5000×3×2/100 = ₦300.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Commercial Mathematics,2,Find the simple interest on ₦25000 for 5 years at 8% per annum,₦100000,₦35000,₦2000,₦10000,3,SI = PRT/100 = 25000×8×5/100 = ₦10000.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Commercial Mathematics,2,Find the simple interest on ₦5000 for 3 years at 5% per annum,₦5750,₦750,₦250,₦7500,1,SI = PRT/100 = 5000×5×3/100 = ₦750.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Commercial Mathematics,2,Find the simple interest on ₦8000 for 2 years at 10% per annum,₦800,₦9600,₦16000,₦1600,3,SI = PRT/100 = 8000×10×2/100 = ₦1600.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Commercial Mathematics,2,Find the simple interest on ₦8000 for 3 years at 8% per annum,₦19200,₦640,₦1920,₦9920,2,SI = PRT/100 = 8000×8×3/100 = ₦1920.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Motion,2,A car travels at 80 km/h for 2 hours. Distance covered?,2 km,160 km,240 km,80 km,1,Distance = speed × time = 80 × 2 = 160 km.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Motion,2,A car travels at 100 km/h for 4 hours. Distance covered?,500 km,4 km,400 km,100 km,2,Distance = speed × time = 100 × 4 = 400 km.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Motion,2,A car travels at 72 km/h for 5 hours. Distance covered?,360 km,5 km,72 km,432 km,0,Distance = speed × time = 72 × 5 = 360 km.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Motion,2,A car travels at 80 km/h for 5 hours. Distance covered?,80 km,400 km,5 km,480 km,1,Distance = speed × time = 80 × 5 = 400 km.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Motion,2,A car travels at 60 km/h for 5 hours. Distance covered?,300 km,60 km,5 km,360 km,0,Distance = speed × time = 60 × 5 = 300 km.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Motion,2,A car travels at 100 km/h for 3 hours. Distance covered?,100 km,300 km,400 km,3 km,1,Distance = speed × time = 100 × 3 = 300 km.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Motion,2,A car travels at 60 km/h for 6 hours. Distance covered?,60 km,360 km,420 km,6 km,1,Distance = speed × time = 60 × 6 = 360 km.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Motion,2,A car travels at 45 km/h for 4 hours. Distance covered?,180 km,225 km,45 km,4 km,0,Distance = speed × time = 45 × 4 = 180 km.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Motion,2,A car travels at 90 km/h for 2 hours. Distance covered?,180 km,270 km,2 km,90 km,0,Distance = speed × time = 90 × 2 = 180 km.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Motion,2,A train covers 360 km in 3 hours. Its average speed?,120 km/h,360 km/h,30 km/h,130 km/h,0,Speed = 360 ÷ 3 = 120 km/h.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Motion,2,A train covers 180 km in 2 hours. Its average speed?,180 km/h,90 km/h,20 km/h,100 km/h,1,Speed = 180 ÷ 2 = 90 km/h.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Motion,2,A train covers 120 km in 2 hours. Its average speed?,60 km/h,120 km/h,20 km/h,70 km/h,0,Speed = 120 ÷ 2 = 60 km/h.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Motion,2,A train covers 120 km in 3 hours. Its average speed?,120 km/h,50 km/h,40 km/h,30 km/h,2,Speed = 120 ÷ 3 = 40 km/h.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Motion,2,A train covers 240 km in 4 hours. Its average speed?,60 km/h,240 km/h,70 km/h,40 km/h,0,Speed = 240 ÷ 4 = 60 km/h.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Ratio & Proportion,2,Two friends share ₦88 in the ratio 5:6. How much does the smaller share get?,₦90,₦40,₦48,₦44,1,One part = ₦8; smaller = 5 × ₦8.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Ratio & Proportion,2,Two friends share ₦64 in the ratio 3:5. How much does the smaller share get?,₦40,₦74,₦24,₦32,2,One part = ₦8; smaller = 3 × ₦8.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Ratio & Proportion,2,Two friends share ₦28 in the ratio 4:3. How much does the smaller share get?,₦62,₦14,₦12,₦16,2,One part = ₦4; smaller = 3 × ₦4.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Ratio & Proportion,2,Two friends share ₦54 in the ratio 5:4. How much does the smaller share get?,₦30,₦74,₦24,₦27,2,One part = ₦6; smaller = 4 × ₦6.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Ratio & Proportion,2,Two friends share ₦42 in the ratio 2:5. How much does the smaller share get?,₦12,₦30,₦62,₦21,0,One part = ₦6; smaller = 2 × ₦6.,JAMB past (adapted)
mathematics,Mathematics,ss2,general,Ratio & Proportion,2,Two friends share ₦40 in the ratio 2:3. How much does the smaller share get?,₦16,₦66,₦24,₦20,0,One part = ₦8; smaller = 2 × ₦8.,JAMB past (adapted)
